1048585	5765188	1	[85]
1048585	2817750	2	[85]
1048585	6782860	3	[85]
1048585	3913056	4	[85]
1048585	2309035	5	[85]
1048585	4047707	6	[85]
1048585	5848223	7	[85]
1048585	5531387	8	[85]
1048585	5798033	9	[85]
1048585	6782862	10	[85]
2	4339068	1	[74]
2	378374	2	[74]
2	413900	3	[74]
2	6728594	4	[74]
2	3866459	5	[74]
2	3866461	6	[74]
2	1304571	7	[74]
2	7913214	8	[74]
2	6285817	9	[74]
2	6285819	10	[74]
524332	7494174	1	[115]
524332	5109791	2	[115]
524332	1512631	3	[115]
524332	7494170	4	[115]
524332	1512633	5	[115]
524332	859234	6	[115]
524332	3208197	7	[115]
524332	376077	8	[115]
524332	7494171	9	[115]
524332	5110694	10	[115]
1048642	7010197	1	[26]
1048642	7794304	2	[26]
1048642	7794301	3	[26]
1048642	389196	4	[26]
1048642	633654	5	[26]
1048642	6580015	6	[26]
1048642	1260592	7	[26]
1048642	675319	8	[26]
1048642	7794306	9	[26]
1048642	675324	10	[26]
524447	7174628	1	[115]
524447	7180243	2	[115]
524447	3428483	3	[115]
524447	4065296	4	[115]
524447	5628875	5	[115]
524447	3652263	6	[115]
524447	512636	7	[115]
524447	7626094	8	[115]
524447	3974560	9	[115]
524447	7113963	10	[115]
786674	4892474	1	[220]
786674	2373643	2	[220]
786674	8620965	3	[220]
786674	4095069	4	[220]
786674	7941882	5	[220]
786674	7941887	6	[220]
786674	7941883	7	[220]
786674	6242619	8	[220]
786674	7941881	9	[220]
786674	7941884	10	[220]
1048876	3260730	1	[14]
1048876	7887624	2	[14]
1048876	3260731	3	[14]
1048876	7887620	4	[14]
1048876	3260732	5	[14]
1048876	4881033	6	[14]
1048876	3260724	7	[14]
1048876	2642894	8	[14]
1048876	3447929	9	[14]
1048876	3447930	10	[14]
1048917	864520	1	[73]
1048917	655038	2	[73]
1048917	4939646	3	[73]
1048917	4986545	4	[73]
1048917	1940578	5	[73]
1048917	7575458	6	[73]
1048917	2022878	7	[73]
1048917	4939647	8	[73]
1048917	1940580	9	[73]
1048917	8444575	10	[73]
786786	7159801	1	[26]
786786	8488725	2	[26]
786786	7510232	3	[26]
786786	2794178	4	[26]
786786	7605850	5	[26]
786786	7510237	6	[26]
786786	2667909	7	[26]
786786	2667910	8	[26]
786786	7159806	9	[26]
786786	2667915	10	[26]
524699	1375282	1	[241]
524699	7697755	2	[241]
524699	5889510	3	[241]
524699	1375288	4	[241]
524699	1375286	5	[241]
524699	6048214	6	[241]
524699	5855870	7	[241]
524699	1375289	8	[241]
524699	5719230	9	[241]
524699	1375287	10	[241]
1048995	7280913	1	[165]
1048995	7280910	2	[165]
1048995	264181	3	[165]
1048995	5297928	4	[165]
1048995	2305622	5	[165]
1048995	7967442	6	[165]
1048995	2620600	7	[165]
1048995	4443676	8	[165]
1048995	4443678	9	[165]
1048995	253844	10	[165]
786857	7777221	1	[129]
786857	5535980	2	[129]
786857	1289057	3	[129]
786857	6859299	4	[129]
786857	7777219	5	[129]
786857	6859303	6	[129]
786857	1289060	7	[129]
786857	3453244	8	[129]
786857	22746	9	[129]
786857	424997	10	[129]
524722	8158559	1	[26]
524722	6710222	2	[26]
524722	6710221	3	[26]
524722	6710223	4	[26]
524722	1823204	5	[26]
524722	8027237	6	[26]
524722	1154059	7	[26]
524722	8721078	8	[26]
524722	6612009	9	[26]
524722	5063985	10	[26]
873886	7913232	1	[209]
873886	7913234	2	[209]
873886	7913233	3	[209]
873886	4356420	4	[209]
873886	4569420	5	[209]
873886	4010713	6	[209]
873886	4356421	7	[209]
873886	4569423	8	[209]
873886	4125554	9	[209]
873886	4125551	10	[209]
524733	7435330	1	[26]
524733	1076332	2	[26]
524733	7139480	3	[26]
524733	1957192	4	[26]
524733	8593511	5	[26]
524733	393650	6	[26]
524733	2527801	7	[26]
524733	8077482	8	[26]
524733	393642	9	[26]
524733	2030215	10	[26]
786918	23685	1	[73]
786918	6480686	2	[73]
786918	6480683	3	[73]
786918	7736238	4	[73]
786918	6480682	5	[73]
786918	7947216	6	[73]
786918	781369	7	[73]
786918	7125560	8	[73]
786918	7253844	9	[73]
786918	2640069	10	[73]
786937	7867876	1	[246]
786937	4560058	2	[246]
786937	2419079	3	[246]
786937	7867874	4	[246]
786937	2287011	5	[246]
786937	5860576	6	[246]
