1048585	7187158	1
1048585	2295084	2
1048585	7187155	3
1048585	2371643	4
1048585	742670	5
1048585	5965575	6
1048585	742671	7
1048585	2706484	8
1048585	742672	9
1048585	5530282	10
2	4339068	1
2	378374	2
2	413900	3
2	6728594	4
2	3866459	5
2	3866461	6
2	1033030	7
2	1304571	8
2	1854602	9
2	7913214	10
524332	7552020	1
524332	6571672	2
524332	6571677	3
524332	7494174	4
524332	5109791	5
524332	1512631	6
524332	7494170	7
524332	1512633	8
524332	859234	9
524332	2813420	10
1048642	3798	1
1048642	7959743	2
1048642	7010197	3
1048642	7794304	4
1048642	7187023	5
1048642	7794301	6
1048642	389196	7
1048642	7187024	8
1048642	633654	9
1048642	3807	10
524447	3541560	1
524447	2470143	2
524447	8454456	3
524447	2470141	4
524447	392471	5
524447	1730122	6
524447	3541561	7
524447	4774257	8
524447	2498892	9
524447	8229371	10
786674	7936549	1
786674	7936551	2
786674	4813837	3
786674	4601597	4
786674	4601595	5
786674	5439451	6
786674	6667865	7
786674	5380527	8
786674	6667866	9
786674	7936555	10
1048876	7887619	1
1048876	3260730	2
1048876	7887624	3
1048876	8776800	4
1048876	3260731	5
1048876	7887620	6
1048876	3260732	7
1048876	4881033	8
1048876	3260729	9
1048876	420072	10
1048917	7186455	1
1048917	864520	2
1048917	655038	3
1048917	4939646	4
1048917	4986545	5
1048917	1940578	6
1048917	7575458	7
1048917	2022878	8
1048917	4939647	9
1048917	1940580	10
786786	7807976	1
786786	8636702	2
786786	7159801	3
786786	8488725	4
786786	8636699	5
786786	7510232	6
786786	8636705	7
786786	7807977	8
786786	3310996	9
786786	7807975	10
524699	1375282	1
524699	7697755	2
524699	5889510	3
524699	1375288	4
524699	1375286	5
524699	6048214	6
524699	5855870	7
524699	1375289	8
524699	5719230	9
524699	1375287	10
1048995	7744105	1
1048995	7280913	2
1048995	2629537	3
1048995	7280910	4
1048995	3258832	5
1048995	3258837	6
1048995	3258828	7
1048995	7280911	8
1048995	3276925	9
1048995	1251537	10
786857	6862357	1
786857	4615948	2
786857	4615940	3
786857	7777222	4
786857	102863	5
786857	7777221	6
786857	6661480	7
786857	1484141	8
786857	7159842	9
786857	7062301	10
524722	7471189	1
524722	7471187	2
524722	5227477	3
524722	7471194	4
524722	6088478	5
524722	6069442	6
524722	7471188	7
524722	6088485	8
524722	6088481	9
524722	8158559	10
873886	7913232	1
873886	7913234	2
873886	7913233	3
873886	4356420	4
873886	4569420	5
873886	4010713	6
873886	4356421	7
873886	4569423	8
873886	4125554	9
873886	4125551	10
524733	7623633	1
524733	7623631	2
524733	7623638	3
524733	655720	4
524733	1713840	5
524733	4536356	6
524733	1713839	7
524733	3828891	8
524733	3018969	9
524733	4866082	10
786918	23685	1
786918	3613013	2
786918	6480686	3
786918	6480683	4
786918	7736238	5
786918	8452274	6
786918	6973229	7
786918	3613017	8
786918	7736235	9
786918	3613019	10
786937	7867876	1
786937	4560058	2
786937	2419079	3
786937	7867874	4
786937	2287011	5
786937	5860576	6
786937	5431042	7
786937	6795824	8
786937	6795828	9
786937	4384780	10
1049085	2474889	1
1049085	5118766	2
1049085	7186309	3
1049085	8168133	4
1049085	1944206	5
1049085	58657	6
1049085	2474890	7
1049085	2513168	8
1049085	2042344	9
1049085	214339	10
262232	6106892	1
262232	2799649	2
262232	2799647	3
262232	4405486	4
262232	6975342	5
262232	5867230	6
262232	5489734	7
262232	4545044	8
262232	6975336	9
262232	6106888	10
524835	7499564	1
524835	439788	2
524835	439792	3
524835	7499562	4
524835	439791	5
524835	7499559	6
524835	3319379	7
524835	420223	8
